,,,,2011-12 Season,2011-12 Season,2011-12 Season,2011-12 Season,2011-12 Season,2011-12 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Bob McKillop,Davidson,Southern,,25,8,.758,,,Lost Second Round,,1989-90,426,271,.611,6,1,,,,426,271,.611,6,1,,
Marvin Menzies,New Mexico State,WAC,,26,10,.722,,,Lost Second Round,,2007-08,102,68,.600,2,,,,,102,68,.600,2,,,
Joe Mihalich,Niagara,MAAC,,14,19,.424,,,,,1998-99,246,189,.566,2,,,,,246,189,.566,2,,,
Tim Miles,Colorado State,MWC,,20,12,.625,,,Lost Second Round,,2007-08,71,88,.447,1,,,,,107,108,.498,1,,,
Archie Miller,Dayton,A-10,,20,13,.606,,,,,2011-12,20,13,.606,,,,,,20,13,.606,,,,
Mike Miller,Eastern Illinois,OVC,,12,17,.414,,,,,2005-06,75,130,.366,,,,,,162,209,.437,1,,,
Sean Miller,Arizona,Pac-12,,23,12,.657,16,,,,2009-10,69,35,.663,1,1,,,,189,82,.697,5,3,,
Wes Miller,UNC Greensboro,Southern,,11,11,.500,,,,,2011-12,11,11,.500,,,,,,11,11,.500,,,,
Fang Mitchell,Coppin State,MEAC,,14,16,.467,,,,,1986-87,409,373,.523,4,,,,,409,373,.523,4,,,
Jim Molinari,Western Illinois,Summit,,18,15,.545,,,,,2008-09,47,75,.385,,,,,,270,261,.508,2,,,
Randy Monroe,UMBC,AEC,,4,26,.133,,,,,2004-05,85,159,.348,1,,,,,85,159,.348,1,,,
Dan Monson,Long Beach State,Big West,,25,9,.735,,,Lost Second Round,,2007-08,85,77,.525,1,,,,,255,200,.560,3,1,,
Mark Montgomery,Northern Illinois,MAC,,5,26,.161,,,,,2011-12,5,26,.161,,,,,,5,26,.161,,,,
Mike Montgomery,California,Pac-12,,24,10,.706,24,,Lost First Round,,2008-09,88,47,.652,3,,,,,634,292,.685,15,3,1,
Chris Mooney,Richmond,A-10,,16,16,.500,,,,,2005-06,128,103,.554,2,1,,,,146,115,.559,2,1,,
Howard Moore,UIC,Horizon,,8,22,.267,,,,,2010-11,15,46,.246,,,,,,15,46,.246,,,,
Tom Moore,Quinnipiac,NEC,,18,14,.562,,,,,2007-08,93,65,.589,,,,,,93,65,.589,,,,
Stew Morrill,Utah State,WAC,,21,16,.568,,,,,1998-99,345,119,.744,8,,,,,563,257,.687,9,,,
Porter Moser,Loyola (IL),Horizon,,7,23,.233,,,,,2011-12,7,23,.233,,,,,,112,124,.475,,,,
LeVelle Moton,North Carolina Central,MEAC,,17,15,.531,,,,,2009-10,39,52,.429,,,,,,39,52,.429,,,,
Rob Murphy,Eastern Michigan,MAC,,14,18,.438,,,,,2011-12,14,18,.438,,,,,,14,18,.438,,,,
Scott Nagy,South Dakota State,Summit,,27,8,.771,,,Lost Second Round,,2005-06,96,121,.442,1,,,,,96,121,.442,1,,,
George Nessman,San Jose State,WAC,,9,22,.290,,,,,2005-06,77,141,.353,,,,,,77,141,.353,,,,
Jeff Neubauer,Eastern Kentucky,OVC,,16,16,.500,,,,,2005-06,118,102,.536,1,,,,,118,102,.536,1,,,
Gregg Nibert,Presbyterian,Big South,,14,15,.483,,,,,2007-08,49,101,.327,,,,,,49,101,.327,,,,
Kevin Nickelberry,Howard,MEAC,,10,21,.323,,,,,2010-11,16,45,.262,,,,,,65,89,.422,,,,
Dickey Nutt *,Southeast Missouri State,OVC,,15,16,.484,,,,,2009-10,32,61,.344,,,,,,221,248,.471,1,,,
Joe O'Brien,Idaho State,Big Sky,,2,8,.200,,,,,2006-07,56,105,.348,,,,,,56,105,.348,,,,
Fran O'Hanlon,Lafayette,Patriot,,13,18,.419,,,,,1995-96,238,261,.477,2,,,,,238,261,.477,2,,,
Kevin O'Neill *,USC,Pac-12,,6,26,.188,,,,,2009-10,41,55,.427,1,,,,,212,235,.474,4,1,,
Tim O'Shea,Bryant,NEC,,2,28,.067,,,,,2008-09,20,99,.168,,,,,,140,194,.419,1,,,
Louis Orr,Bowling Green State,MAC,,16,16,.500,,,,,2007-08,76,82,.481,,,,,,176,162,.521,2,,,
Matt Painter,Purdue,Big Ten,,22,13,.629,,,Lost Third Round,,2005-06,160,77,.675,6,2,,,,185,82,.693,7,2,,
Tom Parrotta,Canisius,MAAC,,5,25,.167,,,,,2006-07,64,121,.346,,,,,,64,121,.346,,,,
Josh Pastner,Memphis,CUSA,,26,9,.743,11,,Lost Second Round,,2009-10,75,29,.721,2,,,,,75,29,.721,2,,,
Jimmy Patsos,Loyola (MD),MAAC,,24,9,.727,,,Lost Second Round,,2004-05,122,123,.498,1,,,,,122,123,.498,1,,,
Dave Paulsen,Bucknell,Patriot,,25,10,.714,,,,,2008-09,71,59,.546,1,,,,,71,59,.546,1,,,
Eddie Payne,USC Upstate,A-Sun,,21,13,.618,,,,,2007-08,48,105,.314,,,,,,154,253,.378,1,,,
Steve Payne,Tennessee Tech,OVC,,19,14,.576,,,,,2011-12,19,14,.576,,,,,,19,14,.576,,,,
Tom Pecora,Fordham,A-10,,10,19,.345,,,,,2010-11,17,40,.298,,,,,,172,166,.509,,,,
Randy Peele,Winthrop,Big South,,12,20,.375,,,,,2007-08,77,82,.484,2,,,,,123,151,.449,3,,,
Buzz Peterson,UNC Wilmington,CAA,,10,21,.323,,,,,2010-11,23,39,.371,,,,,,248,186,.571,1,,,
Mark Phelps,Drake,MVC,,18,16,.529,,,,,2008-09,62,69,.473,,,,,,62,69,.473,,,,
Saul Phillips,North Dakota State,Summit,,17,14,.548,,,,,2007-08,84,67,.556,1,,,,,84,67,.556,1,,,
Steve Pikiell,Stony Brook,AEC,,22,10,.688,,,,,2005-06,95,118,.446,,,,,,95,118,.446,,,,
Dave Pilipovich,Air Force,MWC,,2,6,.250,,,,,2011-12,2,6,.250,,,,,,2,6,.250,,,,
J.P. Piper,Nicholls State,Southland,,10,20,.333,,,,,2004-05,88,146,.376,,,,,,88,146,.376,,,,
Rick Pitino *,Louisville,Big East,,30,10,.750,9,17,Lost National Semifinal,,2001-02,275,106,.722,9,4,2,,,629,234,.729,17,10,6,1
Lewis Preston,Kennesaw State,A-Sun,,3,28,.097,,,,,2011-12,3,28,.097,,,,,,3,28,.097,,,,
Steve Prohm,Murray State,OVC,,31,2,.939,,12,Lost Third Round,,2011-12,31,2,.939,1,,,,,31,2,.939,1,,,
Oliver Purnell,DePaul,Big East,,12,19,.387,,,,,2010-11,19,43,.306,,,,,,413,322,.562,6,,,
Barclay Radebaugh,Charleston Southern,Big South,,19,12,.613,,,,,2005-06,88,123,.417,,,,,,88,123,.417,,,,
Randy Rahe,Weber State,Big Sky,,25,7,.781,,,,,2006-07,120,68,.638,1,,,,,120,68,.638,1,,,
Brett Reed,Lehigh,Patriot,,27,8,.771,,,Lost Third Round,,2007-08,94,63,.599,2,,,,,94,63,.599,2,,,
Roger Reid,Southern Utah,Summit,,14,17,.452,,,,,2007-08,54,97,.358,,,,,,206,174,.542,5,,,
Eric Reveno,Portland,WCC,,7,24,.226,,,,,2006-07,85,105,.447,,,,,,85,105,.447,,,,
Jeff Reynolds,Air Force,MWC,,11,10,.524,,,,,2007-08,63,82,.434,,,,,,63,82,.434,,,,
Dave Rice,UNLV,MWC,,26,9,.743,,23,Lost Second Round,,2011-12,26,9,.743,1,,,,,26,9,.743,1,,,
King Rice,Monmouth,NEC,,12,20,.375,,,,,2011-12,12,20,.375,,,,,,12,20,.375,,,,
Leon Rice,Boise State,MWC,,13,17,.433,,,,,2010-11,35,30,.538,,,,,,35,30,.538,,,,
Mike Rice Jr,Rutgers,Big East,,14,18,.438,,,,,2010-11,29,35,.453,,,,,,102,66,.607,2,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,3,26,.103,,,,,2010-11,10,50,.167,,,,,,160,167,.489,,,,
Luther Riley,Alcorn State,SWAC,,10,22,.312,,,,,2011-12,10,22,.312,,,,,,10,22,.312,,,,
Byron Rimm II,Prairie View,SWAC,,14,18,.438,,,,,2006-07,73,114,.390,,,,,,73,114,.390,,,,
Craig Robinson,Oregon State,Pac-12,,21,15,.583,,,,,2008-09,64,71,.474,,,,,,94,99,.487,,,,
Lorenzo Romar,Washington,Pac-12,,24,11,.686,,,,,2002-03,219,113,.660,6,3,,,,312,201,.608,7,3,,
Dave Rose,BYU,WCC,,26,9,.743,,,Lost Second Round,,2005-06,185,54,.774,6,1,,,,185,54,.774,6,1,,
Monte Ross,Delaware,CAA,,18,14,.562,,,,,2006-07,71,117,.378,,,,,,71,117,.378,,,,
Bo Ryan,Wisconsin,Big Ten,,26,10,.722,15,14,Lost Regional Semifinal,,2001-02,268,101,.726,11,5,,,,298,128,.700,11,5,,
Doc Sadler,Nebraska,Big Ten,,12,18,.400,,,,,2006-07,101,89,.532,,,,,,149,107,.582,1,,,
Scott Sanderson,Lipscomb,A-Sun,,13,18,.419,,,,,2002-03,149,151,.497,,,,,,149,151,.497,,,,
Mark Schmidt,St. Bonaventure,A-10,,20,12,.625,,,Lost Second Round,,2007-08,74,80,.481,1,,,,,156,170,.479,1,,,
Joe Scott,Denver,Sun Belt,,22,9,.710,,,,,2007-08,80,74,.519,,,,,,169,182,.481,1,,,
Bill Self,Kansas,Big 12,,32,7,.821,13,6,Lost National Final,,2003-04,269,53,.835,9,6,2,1,,476,158,.751,14,9,2,1
Herb Sendek,Arizona State,Pac-12,,10,21,.323,,,,,2006-07,98,96,.505,1,,,,,352,254,.581,7,1,,
Rob Senderoff,Kent State,MAC,,21,12,.636,,,,,2011-12,21,12,.636,,,,,,21,12,.636,,,,
Tony Shaver,William & Mary,CAA,,6,26,.188,,,,,2003-04,103,172,.375,,,,,,103,172,.375,,,,
Steve Shields,Little Rock,Sun Belt,,15,16,.484,,,,,2003-04,147,128,.535,1,,,,,147,128,.535,1,,,
John Shulman,Chattanooga,Southern,,11,21,.344,,,,,2004-05,132,127,.510,2,,,,,132,127,.510,2,,,
Larry Shyatt,Wyoming,MWC,,21,12,.636,,,,,1997-98,40,21,.656,,,,,,110,105,.512,,,,
Dave Simmons,McNeese State,Southland,,17,16,.515,,,,,2006-07,87,99,.468,,,,,,87,99,.468,,,,
Marty Simmons,Evansville,MVC,,16,16,.500,,,,,2007-08,67,88,.432,,,,,,67,88,.432,,,,
Pat Skerry,Towson,CAA,,1,31,.031,,,,,2011-12,1,31,.031,,,,,,1,31,.031,,,,
Jerry Slocum,Youngstown State,Horizon,,16,15,.516,,,,,2005-06,74,136,.352,,,,,,74,136,.352,,,,
Shaka Smart,VCU,CAA,,29,7,.806,,,Lost Third Round,,2009-10,84,28,.750,2,1,1,,,84,28,.750,2,1,1,
Kyle Smith,Columbia,Ivy,,15,15,.500,,,,,2010-11,30,28,.517,,,,,,30,28,.517,,,,
Tubby Smith,Minnesota,Big Ten,,23,15,.605,,,,,2007-08,103,68,.602,2,,,,,490,213,.697,16,9,1,1
Zach Spiker,Army,Patriot,,12,18,.400,,,,,2009-10,37,52,.416,,,,,,37,52,.416,,,,
Kevin Stallings,Vanderbilt,SEC,,25,11,.694,7,20,Lost Third Round,,1999-00,261,159,.621,6,2,,,,384,222,.634,8,2,,
Rick Stansbury,Mississippi State,SEC,,21,12,.636,,,,,1998-99,293,166,.638,6,,,,,293,166,.638,6,,,
Brad Stevens,Butler,Horizon,,22,15,.595,,,,,2007-08,139,40,.777,4,2,2,,,139,40,.777,4,2,2,
Scott Sutton,Oral Roberts,Summit,,27,7,.794,,,,,1999-00,250,162,.607,3,,,,,250,162,.607,3,,,
Billy Taylor,Ball State,MAC,,15,15,.500,,,,,2007-08,69,84,.451,,,,,,150,153,.495,1,,,
Blaine Taylor,Old Dominion,CAA,,22,14,.611,,,,,2001-02,237,124,.657,4,,,,,378,190,.665,6,,,
Rodney Terry,Fresno State,WAC,,13,20,.394,,,,,2011-12,13,20,.394,,,,,,13,20,.394,,,,
Isiah Thomas III,Florida International,Sun Belt,,8,21,.276,,,,,2009-10,26,65,.286,,,,,,26,65,.286,,,,
Bob Thomason,Pacific,Big West,,11,19,.367,,,,,1988-89,414,309,.573,4,,,,,414,309,.573,4,,,
Brooks Thompson,UTSA,Southland,,18,14,.562,,,,,2006-07,96,91,.513,1,,,,,96,91,.513,1,,,
John Thompson III,Georgetown,Big East,,24,9,.727,,15,Lost Third Round,,2004-05,184,82,.692,6,2,1,,,252,124,.670,8,2,1,
Jimmy Tillette,Samford,Southern,,11,19,.367,,,,,1997-98,229,219,.511,2,,,,,229,219,.511,2,,,
Wayne Tinkle,Montana,Big Sky,,25,7,.781,,,Lost Second Round,,2006-07,116,71,.620,2,,,,,116,71,.620,2,,,
Andrew Toole,Robert Morris,NEC,,26,11,.703,,,,,2010-11,44,25,.638,,,,,,44,25,.638,,,,
Mark Turgeon,Maryland,ACC,,17,15,.531,,,,,2011-12,17,15,.531,,,,,,267,174,.605,5,1,,
Russ Turner,UC-Irvine,Big West,,12,20,.375,,,,,2010-11,25,39,.391,,,,,,25,39,.391,,,,
Donnie Tyndall,Morehead State,OVC,,18,15,.545,,,,,2006-07,114,85,.573,2,,,,,114,85,.573,2,,,
Don Verlin,Idaho,WAC,,19,14,.576,,,,,2008-09,69,60,.535,,,,,,69,60,.535,,,,
Greg Vetrone,FDU,NEC,,3,26,.103,,,,,2009-10,19,71,.211,,,,,,19,71,.211,,,,
Rex Walters,San Francisco,WCC,,20,14,.588,,,,,2008-09,62,66,.484,,,,,,93,99,.484,,,,
Brian Wardle,Green Bay,Horizon,,15,15,.500,,,,,2010-11,29,33,.468,,,,,,29,33,.468,,,,
Cliff Warren,Jacksonville,A-Sun,,8,22,.267,,,,,2005-06,100,114,.467,,,,,,100,114,.467,,,,
Robert Washington,Grambling,SWAC,,4,24,.143,,,,,2009-10,23,66,.258,,,,,,23,66,.258,,,,
Gary Waters,Cleveland State,Horizon,,22,11,.667,,,,,2006-07,122,82,.598,1,,,,,293,217,.575,3,,,
Bruce Weber,Illinois,Big Ten,,17,15,.531,,,,,2003-04,210,101,.675,6,2,1,,,313,155,.669,8,3,1,
Michael White,Louisiana Tech,WAC,,18,16,.529,,,,,2011-12,18,16,.529,,,,,,18,16,.529,,,,
Kevin Willard,Seton Hall,Big East,,21,13,.618,,,,,2010-11,34,31,.523,,,,,,79,80,.497,,,,
Bob Williams,UCSB,Big West,,20,11,.645,,,,,1998-99,237,181,.567,3,,,,,237,181,.567,3,,,
Buzz Williams,Marquette,Big East,,27,8,.771,22,11,Lost Regional Semifinal,,2008-09,96,45,.681,4,2,,,,110,62,.640,4,2,,
Roy Williams,UNC,ACC,,32,6,.842,1,4,Lost Regional Final,,2003-04,257,68,.791,8,6,3,2,,675,169,.800,22,15,7,2
Corliss Williamson,Central Arkansas,Southland,,8,21,.276,,,,,2010-11,13,45,.224,,,,,,13,45,.224,,,,
Marty Wilson,Pepperdine,WCC,,10,19,.345,,,,,1995-96,13,29,.310,,,,,,13,29,.310,,,,
Willis Wilson,Texas A&M-Corpus Christi,Southland,,6,24,.200,,,,,2011-12,6,24,.200,,,,,,224,271,.453,,,,
Reggie Witherspoon,Buffalo,MAC,,20,11,.645,,,,,1999-00,184,208,.469,,,,,,184,208,.469,,,,
Doug Wojcik,Tulsa,CUSA,,17,14,.548,,,,,2005-06,140,92,.603,,,,,,140,92,.603,,,,
Sean Woods,Mississippi Valley State,SWAC,,21,13,.618,,,Lost First Round,,2008-09,50,80,.385,1,,,,,50,80,.385,1,,,
Ted Woodward,Maine,AEC,,12,17,.414,,,,,2004-05,100,136,.424,,,,,,100,136,.424,,,,
Jim Wooldridge,UC-Riverside,Big West,,14,17,.452,,,,,2007-08,64,87,.424,,,,,,245,276,.470,1,,,
Jay Wright,Villanova,Big East,,13,19,.406,,,,,2001-02,237,130,.646,7,4,1,,,359,215,.625,9,4,1,
Jim Yarbrough,Southeastern Louisiana,Southland,,12,17,.414,,,,,2005-06,108,99,.522,,,,,,108,99,.522,,,,
Charlton Young,Georgia Southern,Southern,,15,15,.500,,,,,2009-10,29,65,.309,,,,,,29,65,.309,,,,
Mike Young,Wofford,Southern,,19,14,.576,,,,,2002-03,156,153,.505,2,,,,,156,153,.505,2,,,
Ernie Zeigler,Central Michigan,MAC,,11,21,.344,,,,,2006-07,75,111,.403,,,,,,75,111,.403,,,,
